time,srcaddress,srcport,dstaddr,dstport,transferid,istart,iend,bytes,speed,writecnt,writeerr,tcpretry,tcpcwnd,tcppcwnd,tcprtt,tcprttvar
-0800:20260218111301.511536,10.1.0.2,51044,10.2.0.2,5001,8,2.0,3.0,144834560,1158676480,1105,0,0,19672,13912,62894,4533
-0800:20260218111301.511152,10.1.0.2,51070,10.2.0.2,5001,10,2.0,3.0,149815296,1198522368,1143,0,0,19696,13929,61572,4663
-0800:20260218111301.511116,10.1.0.2,51066,10.2.0.2,5001,7,2.0,3.0,16384000,131072000,125,0,0,965,683,63609,5459
-0800:20260218111301.511098,10.1.0.2,0,10.2.0.2,5001,-1,2.0,3.0,1065615360,8524922880,8130,0,180,0,0,0,0
-0800:20260218111302.511109,10.1.0.2,51036,10.2.0.2,5001,5,3.0,4.0,144965632,1159725056,1106,0,0,20055,14183,71831,5050
-0800:20260218111302.511152,10.1.0.2,51070,10.2.0.2,5001,10,3.0,4.0,136577024,1092616192,1042,0,0,19696,13929,63849,3759
-0800:20260218111302.511116,10.1.0.2,51066,10.2.0.2,5001,7,3.0,4.0,14548992,116391936,111,0,0,977,691,69401,4550
-0800:20260218111302.511120,10.1.0.2,51064,10.2.0.2,5001,2,3.0,4.0,150077440,1200619520,1145,0,0,9376,6631,69083,4043
-0800:20260218111302.511126,10.1.0.2,51050,10.2.0.2,5001,1,3.0,4.0,15728640,125829120,120,0,0,931,659,70429,3190
-0800:20260218111302.511098,10.1.0.2,51018,10.2.0.2,5001,4,3.0,4.0,143785984,1150287872,1097,0,0,14320,10127,71678,3062
-0800:20260218111302.511120,10.1.0.2,51020,10.2.0.2,5001,3,3.0,4.0,17432576,139460608,133,0,0,1022,723,65690,4609
-0800:20260218111302.511127,10.1.0.2,51042,10.2.0.2,5001,6,3.0,4.0,126615552,1012924416,966,0,0,7459,5275,72325,3501
-0800:20260218111302.511536,10.1.0.2,51044,10.2.0.2,5001,8,3.0,4.0,142737408,1141899264,1089,0,0,19672,13912,64122,2537
-0800:20260218111302.511154,10.1.0.2,51068,10.2.0.2,5001,9,3.0,4.0,146145280,1169162240,1115,0,0,10823,7654,62185,3038
-0800:20260218111302.511098,10.1.0.2,0,10.2.0.2,5001,-1,3.0,4.0,1038614528,8308916224,7924,0,0,0,0,0,0
-0800:20260218111303.511536,10.1.0.2,51044,10.2.0.2,5001,8,4.0,5.0,131072000,1048576000,1000,0,0,19672,13912,72645,3437
-0800:20260218111303.511109,10.1.0.2,51036,10.2.0.2,5001,5,4.0,5.0,142606336,1140850688,1088,0,0,20055,14183,67730,2686
-0800:20260218111303.511120,10.1.0.2,51064,10.2.0.2,5001,2,4.0,5.0,146931712,1175453696,1121,0,0,9387,6639,68377,4968
-0800:20260218111303.511116,10.1.0.2,51066,10.2.0.2,5001,7,4.0,5.0,16777216,134217728,128,0,0,989,700,64011,3450
-0800:20260218111303.511126,10.1.0.2,51050,10.2.0.2,5001,1,4.0,5.0,15990784,127926272,122,0,0,943,667,62988,3115
-0800:20260218111303.511127,10.1.0.2,51042,10.2.0.2,5001,6,4.0,5.0,125960192,1007681536,961,0,0,7471,5284,65115,2904
-0800:20260218111303.511098,10.1.0.2,51018,10.2.0.2,5001,4,4.0,5.0,137756672,1102053376,1051,0,0,14320,10127,60017,3744
-0800:20260218111303.511152,10.1.0.2,51070,10.2.0.2,5001,10,4.0,5.0,143392768,1147142144,1094,0,0,19696,13929,60774,3328
-0800:20260218111303.511120,10.1.0.2,51020,10.2.0.2,5001,3,4.0,5.0,17301504,138412032,132,0,0,1035,732,63170,1294
-0800:20260218111303.511154,10.1.0.2,51068,10.2.0.2,5001,9,4.0,5.0,141295616,1130364928,1078,0,0,10823,7654,70856,1859
-0800:20260218111303.511098,10.1.0.2,0,10.2.0.2,5001,-1,4.0,5.0,1019084800,8152678400,7775,0,0,0,0,0,0
-0800:20260218111304.511536,10.1.0.2,51044,10.2.0.2,5001,8,5.0,6.0,138412032,1107296256,1056,0,0,19672,13912,65416,3477
-0800:20260218111304.511120,10.1.0.2,51064,10.2.0.2,5001,2,5.0,6.0,153485312,1227882496,1171,0,0,9400,6648,62788,3974
-0800:20260218111304.511152,10.1.0.2,51070,10.2.0.2,5001,10,5.0,6.0,134348800,1074790400,1025,0,0,19696,13929,70593,3501
-0800:20260218111304.511154,10.1.0.2,51068,10.2.0.2,5001,9,5.0,6.0,131858432,1054867456,1006,0,0,10823,7654,62656,4256
-0800:20260218111304.511098,10.1.0.2,51018,10.2.0.2,5001,4,5.0,6.0,137625600,1101004800,1050,0,0,14320,10127,66340,4991
-0800:20260218111304.511126,10.1.0.2,51050,10.2.0.2,5001,1,5.0,6.0,16121856,128974848,123,0,0,970,686,66791,4505
-0800:20260218111304.511127,10.1.0.2,51042,10.2.0.2,5001,6,5.0,6.0,125042688,1000341504,954,0,0,7491,5298,65961,3058
-0800:20260218111304.511109,10.1.0.2,51036,10.2.0.2,5001,5,5.0,6.0,142344192,1138753536,1086,0,0,20055,14183,69216,4865
-0800:20260218111304.511116,10.1.0.2,51066,10.2.0.2,5001,7,5.0,6.0,17563648,140509184,134,0,0,1015,718,66547,4507
-0800:20260218111304.511120,10.1.0.2,51020,10.2.0.2,5001,3,5.0,6.0,17956864,143654912,137,0,0,1056,747,62571,4626
-0800:20260218111304.511098,10.1.0.2,0,10.2.0.2,5001,-1,5.0,6.0,1014759424,8118075392,7742,0,0,0,0,0,0
-0800:20260218111305.511120,10.1.0.2,51064,10.2.0.2,5001,2,6.0,7.0,145489920,1163919360,1110,0,0,9413,6657,60849,5081
-0800:20260218111305.511109,10.1.0.2,51036,10.2.0.2,5001,5,6.0,7.0,129892352,1039138816,991,0,0,20055,14183,69731,2834
-0800:20260218111305.511152,10.1.0.2,51070,10.2.0.2,5001,10,6.0,7.0,143130624,1145044992,1092,0,0,19696,13929,58507,1728
-0800:20260218111305.511127,10.1.0.2,51042,10.2.0.2,5001,6,6.0,7.0,124256256,994050048,948,0,0,7539,5332,62070,1037
-0800:20260218111305.511536,10.1.0.2,51044,10.2.0.2,5001,8,6.0,7.0,151650304,1213202432,1157,0,0,19672,13912,64606,2841
-0800:20260218111305.511126,10.1.0.2,51050,10.2.0.2,5001,1,6.0,7.0,17694720,141557760,135,0,0,1023,724,63078,2982
-0800:20260218111305.511154,10.1.0.2,51068,10.2.0.2,5001,9,6.0,7.0,135397376,1083179008,1033,0,0,10823,7654,59028,2176
-0800:20260218111305.511098,10.1.0.2,51018,10.2.0.2,5001,4,6.0,7.0,144310272,1154482176,1101,0,0,14320,10127,60279,2893
-0800:20260218111305.511116,10.1.0.2,51066,10.2.0.2,5001,7,6.0,7.0,17956864,143654912,137,0,0,1070,757,66704,2808
-0800:20260218111305.511120,10.1.0.2,51020,10.2.0.2,5001,3,6.0,7.0,19005440,152043520,145,0,0,1107,783,61319,2105
-0800:20260218111305.511098,10.1.0.2,0,10.2.0.2,5001,-1,6.0,7.0,1028784128,8230273024,7849,0,0,0,0,0,0
-0800:20260218111306.511120,10.1.0.2,51064,10.2.0.2,5001,2,7.0,8.0,157810688,1262485504,1204,0,0,9455,6687,63006,2825
-0800:20260218111306.511098,10.1.0.2,51018,10.2.0.2,5001,4,7.0,8.0,140902400,1127219200,1075,0,0,14320,10127,63028,2632
-0800:20260218111306.511536,10.1.0.2,51044,10.2.0.2,5001,8,7.0,8.0,137887744,1103101952,1052,0,0,19672,13912,64839,3192
-0800:20260218111306.511109,10.1.0.2,51036,10.2.0.2,5001,5,7.0,8.0,142999552,1143996416,1091,0,0,20055,14183,63591,2732
-0800:20260218111306.511127,10.1.0.2,51042,10.2.0.2,5001,6,7.0,8.0,125829120,1006632960,960,0,0,7610,5382,62392,2809
-0800:20260218111306.511152,10.1.0.2,51070,10.2.0.2,5001,10,7.0,8.0,148897792,1191182336,1136,0,0,19696,13929,60853,2422
-0800:20260218111306.511126,10.1.0.2,51050,10.2.0.2,5001,1,7.0,8.0,18481152,147849216,141,0,0,1100,778,61862,2399
-0800:20260218111306.511154,10.1.0.2,51068,10.2.0.2,5001,9,7.0,8.0,142475264,1139802112,1087,0,0,10823,7654,70798,4746
-0800:20260218111306.511120,10.1.0.2,51020,10.2.0.2,5001,3,7.0,8.0,19660800,157286400,150,0,0,1180,835,69324,5501
-0800:20260218111306.511116,10.1.0.2,51066,10.2.0.2,5001,7,7.0,8.0,19529728,156237824,149,0,0,1145,810,66700,4874
-0800:20260218111306.511098,10.1.0.2,0,10.2.0.2,5001,-1,7.0,8.0,1054474240,8435793920,8045,0,0,0,0,0,0
-0800:20260218111307.511536,10.1.0.2,51044,10.2.0.2,5001,8,8.0,9.0,144441344,1155530752,1102,0,0,19672,13912,61030,1704
-0800:20260218111307.511109,10.1.0.2,51036,10.2.0.2,5001,5,8.0,9.0,141557760,1132462080,1080,0,0,20055,14183,61003,3252
-0800:20260218111307.511120,10.1.0.2,51064,10.2.0.2,5001,2,8.0,9.0,150077440,1200619520,1145,0,0,9518,6731,61802,1323
-0800:20260218111307.511127,10.1.0.2,51042,10.2.0.2,5001,6,8.0,9.0,130023424,1040187392,992,0,0,7703,5448,59113,1906
-0800:20260218111307.511152,10.1.0.2,51070,10.2.0.2,5001,10,8.0,9.0,136052736,1088421888,1038,0,0,19696,13929,63293,3142
-0800:20260218111307.511098,10.1.0.2,51018,10.2.0.2,5001,4,8.0,9.0,147849216,1182793728,1128,0,0,14320,10127,65258,5289
-0800:20260218111307.511116,10.1.0.2,51066,10.2.0.2,5001,7,8.0,9.0,20447232,163577856,156,0,0,1241,878,59815,2033
-0800:20260218111307.511120,10.1.0.2,51020,10.2.0.2,5001,3,8.0,9.0,21364736,170917888,163,0,0,1271,899,62025,2123
-0800:20260218111307.511126,10.1.0.2,51050,10.2.0.2,5001,1,8.0,9.0,20316160,162529280,155,0,0,1196,846,61297,2888
-0800:20260218111307.511154,10.1.0.2,51068,10.2.0.2,5001,9,8.0,9.0,143130624,1145044992,1092,0,0,10823,7654,64255,5449
-0800:20260218111307.511098,10.1.0.2,0,10.2.0.2,5001,-1,8.0,9.0,1055260672,8442085376,8051,0,0,0,0,0,0
-0800:20260218111308.511127,10.1.0.2,51042,10.2.0.2,5001,6,9.0,10.0,132513792,1060110336,1011,0,0,7825,5534,59763,2907
-0800:20260218111308.511536,10.1.0.2,51044,10.2.0.2,5001,8,9.0,10.0,145883136,1167065088,1113,0,0,19672,13912,61458,4226
-0800:20260218111308.511120,10.1.0.2,51020,10.2.0.2,5001,3,9.0,10.0,23199744,185597952,177,0,0,1391,984,62525,1360
-0800:20260218111308.511126,10.1.0.2,51050,10.2.0.2,5001,1,9.0,10.0,22413312,179306496,171,0,0,1324,937,60311,2483
-0800:20260218111308.511154,10.1.0.2,51068,10.2.0.2,5001,9,9.0,10.0,139329536,1114636288,1063,0,0,10823,7654,59944,2420
-0800:20260218111308.511098,10.1.0.2,51018,10.2.0.2,5001,4,9.0,10.0,145489920,1163919360,1110,0,0,14320,10127,60131,3497
-0800:20260218111308.511109,10.1.0.2,51036,10.2.0.2,5001,5,9.0,10.0,149422080,1195376640,1140,0,0,20055,14183,65605,2621
-0800:20260218111308.511116,10.1.0.2,51066,10.2.0.2,5001,7,9.0,10.0,23068672,184549376,176,0,0,1365,966,61833,1984
-0800:20260218111308.511152,10.1.0.2,51070,10.2.0.2,5001,10,9.0,10.0,149684224,1197473792,1142,0,0,19696,13929,66230,3980
-0800:20260218111308.511120,10.1.0.2,51064,10.2.0.2,5001,2,9.0,10.0,159907840,1279262720,1220,0,0,9604,6792,66552,4946
-0800:20260218111308.511098,10.1.0.2,0,10.2.0.2,5001,-1,9.0,10.0,1090912256,8727298048,8323,0,0,0,0,0,0
-0800:20260218111307.597655,10.1.0.2,51044,10.2.0.2,5001,8,0.0,10.1,1360611936,1079195624,10382,0,2,19672,13912,61458,4226
-0800:20260218111307.602155,10.1.0.2,51042,10.2.0.2,5001,6,0.0,10.1,1211583072,960523008,9245,0,3,7825,5534,59763,2907
-0800:20260218111307.602626,10.1.0.2,51068,10.2.0.2,5001,9,0.0,10.1,1343310432,1064907424,10250,0,137,10823,7654,59944,2420
-0800:20260218111307.617339,10.1.0.2,51070,10.2.0.2,5001,10,0.0,10.1,1363364448,1079231522,10403,0,4,19696,13929,66230,3980
-0800:20260218111307.635636,10.1.0.2,51064,10.2.0.2,5001,2,0.0,10.1,1378699872,1089395184,10520,0,45,9604,6792,66552,4946
-0800:20260218111307.596637,10.1.0.2,51018,10.2.0.2,5001,4,0.0,10.1,1359923272,1078711427,10377,0,3,14320,10127,60131,3497
-0800:20260218111308.511126,10.1.0.2,51050,10.2.0.2,5001,1,10.0,10.3,131072,4138190,1,0,0,1324,937,60311,2483
-0800:20260218111307.764516,10.1.0.2,51050,10.2.0.2,5001,1,0.0,10.3,171835456,134071136,1312,0,1,1324,937,60311,2483
-0800:20260218111308.511116,10.1.0.2,51066,10.2.0.2,5001,7,10.0,10.3,131072,3839925,1,0,0,1365,966,61833,1984
-0800:20260218111307.784188,10.1.0.2,51066,10.2.0.2,5001,7,0.0,10.3,177687136,138371179,1357,0,5,1365,966,61833,1984
-0800:20260218111308.511120,10.1.0.2,51020,10.2.0.2,5001,3,10.0,10.3,131072,3856689,1,0,0,1391,984,62525,1360
-0800:20260218111307.783005,10.1.0.2,51020,10.2.0.2,5001,3,0.0,10.3,185073728,144140031,1413,0,12,1391,984,62525,1360
-0800:20260218111308.511109,10.1.0.2,51036,10.2.0.2,5001,5,10.0,11.1,131072,944883,1,0,0,20055,14183,65605,2621
-0800:20260218111308.620850,10.1.0.2,51036,10.2.0.2,5001,5,0.0,11.1,1365901376,983570274,10422,0,1,20055,14183,65605,2621
-0800:20260218111307.560776,10.1.0.2,0,10.2.0.2,5001,-1,0.0,10.0,9917990728,7895170952,75681,0,213,0,0,0,0
